Country,Count
57965a8cc381590db219440a,1
57965a8fc381590db219440c,1
57965a8fc381590db219440e,1
57965a90c381590db2194410,1
57965a91c381590db2194412,1
57965a92c381590db2194414,1
57965a92c381590db2194416,1
57965a93c381590db2194418,1
57965a97c381590db219441a,1
57965a99c381590db219441c,1
57965a9ac381590db219441e,1
https://t.co/77xiyFWjAH,1
"https://t.co/G7VtXzU8IQ""",1
57965a9bc381590db2194420,1
57965a9bc381590db2194422,1
57965a9cc381590db2194424,1
57965a9dc381590db2194426,1
57965a9dc381590db2194428,1
57965aa0c381590db219442a,1
57965aa1c381590db219442c,1
57965aa1c381590db219442e,1
57965aa2c381590db2194430,1
57965aa4c381590db2194432,1
57965aa4c381590db2194434,1
57965aa4c381590db2194436,1
57965aa5c381590db2194438,1
57965aa7c381590db219443a,1
57965aa7c381590db219443c,1
57965aa7c381590db219443e,1
57965aa8c381590db2194440,1
57965aa9c381590db2194442,1
57965aa9c381590db2194444,1
57965aaac381590db2194446,1
57965aaac381590db2194448,1
57965aaac381590db219444a,1
57965aacc381590db219444c,1
57965aadc381590db219444e,1
57965aafc381590db2194450,1
57965ab0c381590db2194452,1
57965ab0c381590db2194454,1
57965ab0c381590db2194456,1
57965ab1c381590db2194458,1
57965ab2c381590db219445a,1
57965ab3c381590db219445c,1
57965ab3c381590db219445e,1
57965ab5c381590db2194460,1
57965ab6c381590db2194462,1
57965ab6c381590db2194464,1
57965ab7c381590db2194466,1
57965ab8c381590db2194468,1
57965ab8c381590db219446a,1
57965ab8c381590db219446c,1
57965ab9c381590db219446e,1
57965abac381590db2194470,1
57965abac381590db2194472,1
57965abac381590db2194474,1
57965abac381590db2194476,1
57965abbc381590db2194478,1
57965abbc381590db219447a,1
57965abcc381590db219447c,1
57965abdc381590db219447e,1
57965abdc381590db2194480,1
57965abec381590db2194482,1
57965abec381590db2194484,1
57965abfc381590db2194486,1
57965abfc381590db2194488,1
57965abfc381590db219448a,1
57965ac0c381590db219448c,1
57965ac1c381590db219448e,1
57965ac1c381590db2194490,1
57965ac4c381590db2194492,1
57965ac4c381590db2194494,1
57965ac5c381590db2194496,1
57965ac6c381590db2194498,1
57965ac6c381590db219449a,1
"https://t.co/1PrMjcOzE2""",4
57965ac6c381590db219449c,1
https://t.co/Cl0vfHvL3e,1
"https://t.co/bwGWlCvnbd""",1
57965ac9c381590db219449e,1
57965acdc381590db21944a0,1
57965acdc381590db21944a2,1
57965acec381590db21944a4,1
57965ad0c381590db21944a6,1
57965ad2c381590db21944a8,1
57965ad2c381590db21944aa,1
57965ad7c381590db21944ac,1
https://t.co/alBq2B0SMu,1
"https://t.co/CwbMa2GKof""",1
57965adcc381590db21944ae,1
57965adfc381590db21944b0,1
57965ae2c381590db21944b2,1
57965ae2c381590db21944b4,1
57965ae6c381590db21944b6,1
57965ae7c381590db21944b8,1
57965ae7c381590db21944ba,1
57965ae8c381590db21944bc,1
57965ae8c381590db21944be,1
57965aeac381590db21944c0,1
57965aeac381590db21944c2,1
57965aebc381590db21944c4,1
57965aebc381590db21944c6,1
57965aedc381590db21944c8,1
57965aeec381590db21944ca,1
57965aeec381590db21944cc,1
57965aefc381590db21944ce,1
57965af0c381590db21944d0,1
57965af1c381590db21944d2,1
57965af1c381590db21944d4,1
57965af3c381590db21944d6,1
57965af5c381590db21944d8,1
57965af6c381590db21944da,1
57965af6c381590db21944dc,1
57965af6c381590db21944de,1
57965af7c381590db21944e0,1
57965af7c381590db21944e2,1
57965af8c381590db21944e4,1
57965afac381590db21944e6,1
57965afbc381590db21944e8,1
57965afbc381590db21944ea,1
57965afbc381590db21944ec,1
57965afbc381590db21944ee,1
57965afcc381590db21944f0,1
57965afdc381590db21944f2,1
57965afdc381590db21944f4,1
https://t.co/WsLOPvk7k3,1
"https://t.co/9klTfWmHn8""",1
57965affc381590db21944f6,1
57965b02c381590db21944f8,1
57965b03c381590db21944fa,1
57965b07c381590db21944fc,1
"https:/…""",35
57965b6ac38159118f94f2bc,1
57965b6ac38159118f94f2be,1
57965b6bc38159118f94f2c0,1
57965b6ec38159118f94f2c2,1
57965b6fc38159118f94f2c4,1
57965b70c38159118f94f2c6,1
57965b71c38159118f94f2c8,1
https://t.co/pAgctvrKGe,1
"https://t.co/I92LhGBo3V""",1
57965b72c38159118f94f2ca,1
57965b72c38159118f94f2cc,1
57965b72c38159118f94f2ce,1
57965b73c38159118f94f2d0,1
57965b74c38159118f94f2d2,1
57965b75c38159118f94f2d4,1
57965b76c38159118f94f2d6,1
57965b77c38159118f94f2d8,1
57965b78c38159118f94f2da,1
57965b79c38159118f94f2dc,1
57965b7ac38159118f94f2de,1
57965b7ac38159118f94f2e0,1
57965b7ec38159118f94f2e2,1
57965b7fc38159118f94f2e4,1
57965b7fc38159118f94f2e6,1
FREE,1
PATTERN,1
DOWNLOAD,1
https://t.co/iQzonSxmvZ,1
57965b81c38159118f94f2e8,1
57965b83c38159118f94f2ea,1
57965b84c38159118f94f2ec,1
57965b84c38159118f94f2ee,1
57965b85c38159118f94f2f0,1
57965b85c38159118f94f2f2,1
57965b86c38159118f94f2f4,1
57965b87c38159118f94f2f6,1
57965b87c38159118f94f2f8,1
57965b87c38159118f94f2fa,1
57965b88c38159118f94f2fc,1
57965b88c38159118f94f2fe,1
57965b88c38159118f94f300,1
57965b89c38159118f94f302,1
57965b89c38159118f94f304,1
57965b8ac38159118f94f306,1
57965b8ac38159118f94f308,1
57965b8bc38159118f94f30a,1
57965b8bc38159118f94f30c,1
57965b8bc38159118f94f30e,1
57965b8bc38159118f94f310,1
57965b8bc38159118f94f312,1
57965b8cc38159118f94f314,1
57965b8dc38159118f94f316,1
57965b8fc38159118f94f318,1
57965b90c38159118f94f31a,1
57965b90c38159118f94f31c,1
57965b91c38159118f94f31e,1
57965b91c38159118f94f320,1
57965b92c38159118f94f322,1
57965b94c38159118f94f324,1
57965b94c38159118f94f326,1
57965b94c38159118f94f328,1
57965b94c38159118f94f32a,1
57965b94c38159118f94f32c,1
57965b94c38159118f94f32e,1
57965b95c38159118f94f330,1
57965b95c38159118f94f332,1
57965b97c38159118f94f334,1
57965b97c38159118f94f336,1
57965b97c38159118f94f338,1
57965b98c38159118f94f33a,1
ready,4
#AmpeLeague,1
Follow,7
@AmpeLeague,1
updates,1
"https://t.co/XmXrYuan5y""",1
57965b99c38159118f94f33c,1
57965b99c38159118f94f33e,1
57965b9bc38159118f94f340,1
57965b9bc38159118f94f342,1
57965b9cc38159118f94f344,1
57965b9dc38159118f94f346,1
57965b9ec38159118f94f348,1
57965b9fc38159118f94f34a,1
57965ba0c38159118f94f34c,1
57965ba0c38159118f94f34e,1
57965ba0c38159118f94f350,1
57965ba1c38159118f94f352,1
57965ba5c38159118f94f354,1
57965ba6c38159118f94f356,1
57965baec38159118f94f358,1
57965baec38159118f94f35a,1
57965bb1c38159118f94f35c,1
57965bb1c38159118f94f35e,1
https://t.co/k2yhmB6LjY,1
"https://t.co/ryP0974l5V""",1
57965bb2c38159118f94f360,1
57965bb2c38159118f94f362,1
57965bb6c38159118f94f364,1
57965bbdc38159118f94f366,1
57965bc0c38159118f94f368,1
57965bc0c38159118f94f36a,1
57965bc3c38159118f94f36c,1
57965bc4c38159118f94f36e,1
57965bc5c38159118f94f370,1
57965bc5c38159118f94f372,1
57965bc6c38159118f94f374,1
Mayar,1
Marwa,1
SUST,1
Fifa,8
Real,3
Madrid,2
Snapchat,1
"filters""",1
57965bc6c38159118f94f376,1
57965bc8c38159118f94f378,1
57965bc8c38159118f94f37a,1
57965bc8c38159118f94f37c,1
57965bcac38159118f94f37e,1
57965bccc38159118f94f380,1
57965bcdc38159118f94f382,1
57965bcdc38159118f94f384,1
57965bcdc38159118f94f386,1
57965bcdc38159118f94f388,1
57965bcec38159118f94f38a,1
https://t.co/5jYXQVYHNg,1
#mondaymotivation,3
57965bcfc38159118f94f38c,1
57965bd0c38159118f94f38e,1
57965bd0c38159118f94f390,1
57965bd3c38159118f94f392,1
57965bd3c38159118f94f394,1
57965bd5c38159118f94f396,1
57965bd6c38159118f94f398,1
57965bd6c38159118f94f39a,1
https://t.co/ajTfgRidiN,1
"https://t.co/j32clodJAO""",1
57965bd6c38159118f94f39c,1
57965bd6c38159118f94f39e,1
57965bd6c38159118f94f3a0,1
57965bd7c38159118f94f3a2,1
57965bd8c38159118f94f3a4,1
57965bd9c38159118f94f3a6,1
57965bd9c38159118f94f3a8,1
57965bddc38159118f94f3aa,1
57965bdfc38159118f94f3ac,1
57965be0c38159118f94f3ae,1
57965be0c38159118f94f3b0,1
57965be1c38159118f94f3b2,1
57965be1c38159118f94f3b4,1
57965be2c38159118f94f3b6,1
57965be7c38159118f94f3b8,1
57965be7c38159118f94f3ba,1
https://t.co/NJ5zlYBkiq,1
"https://t.co/p096WdNBTw""",1
57965be9c38159118f94f3bc,1
57965be9c38159118f94f3be,1
57965be9c38159118f94f3c0,1
57965beac38159118f94f3c2,1
57965bedc38159118f94f3c4,1
57965beec38159118f94f3c6,1
57965befc38159118f94f3c8,1
57965befc38159118f94f3ca,1
https://t.co/lq6eC0ZCAV,1
"https://t.co/0uSK5CxEoL""",1
57965bf1c38159118f94f3cc,1
57965bf1c38159118f94f3ce,1
57965bf3c38159118f94f3d0,1
57965bf4c38159118f94f3d2,1
57965bf4c38159118f94f3d4,1
57965bf6c38159118f94f3d6,1
57965bf7c38159118f94f3d8,1
57965bf7c38159118f94f3da,1
57965bf8c38159118f94f3dc,1
57965bf9c38159118f94f3de,1
57965bfac38159118f94f3e0,1
https://t.co/pKnbDvwvw7,1
"https://t.co/leaPMAJYPg""",1
57965bfbc38159118f94f3e2,1
57965bfbc38159118f94f3e4,1
57965bfcc38159118f94f3e6,1
57965bfec38159118f94f3e8,1
57965bffc38159118f94f3ea,1
https://t.co/7TS4QVmdX0,1
"https://t.co/2akivlb9W8""",1
57965c00c38159118f94f3ec,1
57965c00c38159118f94f3ee,1
57965c01c38159118f94f3f0,1
57965c01c38159118f94f3f2,1
57965c01c38159118f94f3f4,1
57965c02c38159118f94f3f6,1
57965c02c38159118f94f3f8,1
https://t.co/PSCzr5nMyF,1
"https://t.co/OEMDVhex6Y""",1
57965c03c38159118f94f3fa,1
57965c05c38159118f94f3fc,1
57965c06c38159118f94f3fe,1
57965c06c38159118f94f400,1
57965c06c38159118f94f402,1
57965c08c38159118f94f404,1
57965c09c38159118f94f406,1
57965c0ac38159118f94f408,1
57965c0cc38159118f94f40a,1
57965c0ec38159118f94f40c,1
57965c0fc38159118f94f40e,1
57965c11c38159118f94f410,1
57965c12c38159118f94f412,1
57965c17c38159118f94f414,1
57965c17c38159118f94f416,1
https://t.co/FhkzSFCqsK,1
"https://t.co/qLudx072gP""",1
57965c17c38159118f94f418,1
57965c18c38159118f94f41a,1
57965c19c38159118f94f41c,1
57965c19c38159118f94f41e,1
57965c19c38159118f94f420,1
57965c1ac38159118f94f422,1
57965c1ac38159118f94f424,1
57965c1ac38159118f94f426,1
57965c1ac38159118f94f428,1
57965c1ac38159118f94f42a,1
57965c1cc38159118f94f42c,1
57965c1dc38159118f94f42e,1
57965c1fc38159118f94f430,1
57965c1fc38159118f94f432,1
57965c20c38159118f94f434,1
57965c20c38159118f94f436,1
57965c21c38159118f94f438,1
57965c21c38159118f94f43a,1
57965c24c38159118f94f43c,1
57965c2bc38159118f94f43e,1
57965c2cc38159118f94f440,1
57965c2cc38159118f94f442,1
57965c2cc38159118f94f444,1
57965c2ec38159118f94f446,1
57965c32c38159118f94f448,1
57965c33c38159118f94f44a,1
57965c35c38159118f94f44c,1
57965c36c38159118f94f44e,1
57965c3ac38159118f94f450,1
57965c3bc38159118f94f452,1
57965c3bc38159118f94f454,1
57965c3bc38159118f94f456,1
57965c3bc38159118f94f458,1
57965c3cc38159118f94f45a,1
57965c41c38159118f94f45c,1
57965c41c38159118f94f45e,1
57965c48c38159118f94f460,1
57965c48c38159118f94f462,1
57965c48c38159118f94f464,1
57965c4bc38159118f94f466,1
57965c4bc38159118f94f468,1
57965c50c38159118f94f46a,1
57965c50c38159118f94f46c,1
57965c51c38159118f94f46e,1
https://t.co/rKEZE7A3pT,1
"https://t.co/oZ4bhoUY6U""",1
57965c55c38159118f94f470,1
57965c55c38159118f94f472,1
57965c57c38159118f94f474,1
57965c58c38159118f94f476,1
57965c59c38159118f94f478,1
57965c5cc38159118f94f47a,1
57965c5dc38159118f94f47c,1
57965c5ec38159118f94f47e,1
57965c60c38159118f94f480,1
57965c60c38159118f94f482,1
57965c62c38159118f94f484,1
https://t.co/MglFOm5AXD,1
"https://t.co/Z5e7xRear2""",1
57965c62c38159118f94f486,1
57965c62c38159118f94f488,1
57965c63c38159118f94f48a,1
57965c63c38159118f94f48c,1
57965c63c38159118f94f48e,1
57965c65c38159118f94f490,1
57965c67c38159118f94f492,1
57965c67c38159118f94f494,1
57965c67c38159118f94f496,1
57965c68c38159118f94f498,1
57965c68c38159118f94f49a,1
57965c6bc38159118f94f49c,1
57965c6ec38159118f94f49e,1
57965c6ec38159118f94f4a0,1
57965c72c38159118f94f4a2,1
57965c73c38159118f94f4a4,1
57965c73c38159118f94f4a6,1
57965c74c38159118f94f4a8,1
57965c74c38159118f94f4aa,1
57965c74c38159118f94f4ac,1
57965c76c38159118f94f4ae,1
57965c78c38159118f94f4b0,1
57965c79c38159118f94f4b2,1
57965c7ac38159118f94f4b4,1
57965c7ac38159118f94f4b6,1
57965c7dc38159118f94f4b8,1
57965c7dc38159118f94f4ba,1
57965c80c38159118f94f4bc,1
57965c80c38159118f94f4be,1
57965c80c38159118f94f4c0,1
57965c81c38159118f94f4c2,1
57965c82c38159118f94f4c4,1
57965c83c38159118f94f4c6,1
57965c84c38159118f94f4c8,1
57965c86c38159118f94f4ca,1
57965c86c38159118f94f4cc,1
RTs,1
Likes,1
are,12
"https://t.co/rK8vUoAev2""",1
57965c86c38159118f94f4ce,1
57965c8bc38159118f94f4d0,1
57965c8cc38159118f94f4d2,1
57965c8fc38159118f94f4d4,1
57965c94c38159118f94f4d6,1
https://t.co/koChc2f5W5,1
"https://t.co/3pWEEg40Zx""",1
57965c95c38159118f94f4d8,1
57965c96c38159118f94f4da,1
"https://t.co/swBMWjdRsZ""",1
57965c96c38159118f94f4dc,1
57965c96c38159118f94f4de,1
57965c97c38159118f94f4e0,1
https://t.co/k6LL009AVS,1
"https://t.co/3FBv4PdFeu""",1
57965c97c38159118f94f4e2,1
57965c98c38159118f94f4e4,1
57965c99c38159118f94f4e6,1
57965c99c38159118f94f4e8,1
57965c99c38159118f94f4ea,1
57965c9bc38159118f94f4ec,1
57965c9dc38159118f94f4ee,1
57965c9ec38159118f94f4f0,1
57965ca1c38159118f94f4f2,1
57965ca3c38159118f94f4f4,1
57965ca3c38159118f94f4f6,1
57965ca3c38159118f94f4f8,1
57965ca4c38159118f94f4fa,1
57965ca4c38159118f94f4fc,1
57965ca5c38159118f94f4fe,1
57965ca7c38159118f94f500,1
57965caac38159118f94f502,1
57965cacc38159118f94f504,1
57965caec38159118f94f506,1
57965cb0c38159118f94f508,1
https://t.co/cXVNYfH4V5,1
"https://t.co/vUEz3WsAvk""",1
57965cb2c38159118f94f50a,1
57965cb2c38159118f94f50c,1
57965cb4c38159118f94f50e,1
57965cb4c38159118f94f510,1
57965cb6c38159118f94f512,1
57965cb7c38159118f94f514,1
57965cb7c38159118f94f516,1
57965cb8c38159118f94f518,1
57965cb9c38159118f94f51a,1
"https://t.co/2BuWIRZw1C""",1
57965cb9c38159118f94f51c,1
57965cbcc38159118f94f51e,1
57965cbdc38159118f94f520,1
57965cbdc38159118f94f522,1
57965cbec38159118f94f524,1
57965cbfc38159118f94f526,1
57965cc7c38159118f94f528,1
57965cc7c38159118f94f52a,1
57965ccac38159118f94f52c,1
57965ccbc38159118f94f52e,1
57965cccc38159118f94f530,1
57965cccc38159118f94f532,1
57965cccc38159118f94f534,1
57965ccdc38159118f94f536,1
57965ccfc38159118f94f538,1
57965cd0c38159118f94f53a,1
https://t.co/r5BDjKB49I,1
"https://t.co/mWzw376cUX""",1
57965cd4c38159118f94f53c,1
57965cd4c38159118f94f53e,1
57965cd4c38159118f94f540,1
57965cd5c38159118f94f542,1
57965cd6c38159118f94f544,1
57965cd8c38159118f94f546,1
57965cd8c38159118f94f548,1
57965cd9c38159118f94f54a,1
57965cdac38159118f94f54c,1
57965cdac38159118f94f54e,1
57965cdbc38159118f94f550,1
57965cdbc38159118f94f552,1
57965cdbc38159118f94f554,1
57965cdcc38159118f94f556,1
57965cdcc38159118f94f558,1
https://t.co/GOL4NfO3ll,1
"https://t.co/elwBvYAt6L""",1
57965cddc38159118f94f55a,1
57965cddc38159118f94f55c,1
57965cddc38159118f94f55e,1
57965cdec38159118f94f560,1
57965cdfc38159118f94f562,1
57965ce0c38159118f94f564,1
57965ce2c38159118f94f566,1
57965ce2c38159118f94f568,1
57965ce2c38159118f94f56a,1
57965ce3c38159118f94f56c,1
57965ce3c38159118f94f56e,1
57965ce4c38159118f94f570,1
57965ce4c38159118f94f572,1
57965ce5c38159118f94f574,1
57965ce6c38159118f94f576,1
57965ce6c38159118f94f578,1
57965ce6c38159118f94f57a,1
57965ce7c38159118f94f57c,1
57965ce8c38159118f94f57e,1
57965ce9c38159118f94f580,1
57965ce9c38159118f94f582,1
57965ceac38159118f94f584,1
57965cebc38159118f94f586,1
57965cebc38159118f94f588,1
57965cecc38159118f94f58a,1
57965cecc38159118f94f58c,1
57965cecc38159118f94f58e,1
57965cedc38159118f94f590,1
57965cefc38159118f94f592,1
57965cefc38159118f94f594,1
57965cf1c38159118f94f596,1
57965cf2c38159118f94f598,1
57965cf3c38159118f94f59a,1
57965cf3c38159118f94f59c,1
57965cf4c38159118f94f59e,1
57965cf4c38159118f94f5a0,1
57965cf5c38159118f94f5a2,1
57965cf7c38159118f94f5a4,1
57965cf9c38159118f94f5a6,1
https://t.co/kN5dyGIphH,1
"https://t.co/rt7Q7JWLf1""",1
57965cfbc38159118f94f5a8,1
57965cfbc38159118f94f5aa,1
57965cfec38159118f94f5ac,1
57965d05c38159118f94f5ae,1
57965d06c38159118f94f5b0,1
57965d07c38159118f94f5b2,1
57965d0bc38159118f94f5b4,1
57965d0cc38159118f94f5b6,1
57965d0cc38159118f94f5b8,1
57965d0cc38159118f94f5ba,1
57965d0cc38159118f94f5bc,1
57965d11c38159118f94f5be,1
https://t.co/mOFAsUDowG,1
"https://t.co/zkctaamwVR""",1
57965d13c38159118f94f5c0,1
stadium-,1
progress,1
we,13
need,1
full,1
goal,1
scorer!,1
aren't,1
spending,1
"money?""",1
57965d13c38159118f94f5c2,1
57965d14c38159118f94f5c4,1
57965d15c38159118f94f5c6,1
57965d18c38159118f94f5c8,1
57965d18c38159118f94f5ca,1
57965d18c38159118f94f5cc,1
57965d1ac38159118f94f5ce,1
57965d1ac38159118f94f5d0,1
57965d1cc38159118f94f5d2,1
57965d1dc38159118f94f5d4,1
https://t.co/EpqDDJFZry,1
"https://t.co/Nxzp8oep7D""",1
57965d1dc38159118f94f5d6,1
57965d1ec38159118f94f5d8,1
57965d1fc38159118f94f5da,1
57965d22c38159118f94f5dc,1
57965d24c38159118f94f5de,1
57965d24c38159118f94f5e0,1
57965d25c38159118f94f5e2,1
https://t.co/hbBb57wxad,2
"https://t.co/5zMoP…""",2
57965d26c38159118f94f5e4,1
57965d26c38159118f94f5e6,1
57965d26c38159118f94f5e8,1
57965d28c38159118f94f5ea,1
57965d28c38159118f94f5ec,1
57965d2ac38159118f94f5ee,1
57965d2bc38159118f94f5f0,1
57965d2cc38159118f94f5f2,1
57965d2dc38159118f94f5f4,1
57965d2dc38159118f94f5f6,1
57965d2dc38159118f94f5f8,1
57965d2fc38159118f94f5fa,1
57965d30c38159118f94f5fc,1
57965d30c38159118f94f5fe,1
57965d30c38159118f94f600,1
57965d35c38159118f94f602,1
57965d35c38159118f94f604,1
57965d37c38159118f94f606,1
57965d3ac38159118f94f608,1
57965d3bc38159118f94f60a,1
57965d3ec38159118f94f60c,1
57965d3fc38159118f94f60e,1
57965d40c38159118f94f610,1
57965d40c38159118f94f612,1
57965d42c38159118f94f614,1
57965d43c38159118f94f616,1
57965d43c38159118f94f618,1
57965d43c38159118f94f61a,1
57965d44c38159118f94f61c,1
57965d4bc38159118f94f61e,1
https://t.co/5TX5bOJXOR,1
"https://t.co/yaw4jdMj0m""",1
57965d4bc38159118f94f620,1
57965d4cc38159118f94f622,1
57965d4dc38159118f94f624,1
57965d50c38159118f94f626,1
57965d50c38159118f94f628,1
57965d51c38159118f94f62a,1
Madam,1
rolly,1
infantino,1
NFF,1
president,7
"president""",1
57965d54c38159118f94f62c,1
57965d54c38159118f94f62e,1
57965d56c38159118f94f630,1
57965d57c38159118f94f632,1
57965d5ac38159118f94f634,1
57965d5bc38159118f94f636,1
57965d5dc38159118f94f638,1
57965d5dc38159118f94f63a,1
57965d5ec38159118f94f63c,1
57965d5ec38159118f94f63e,1
57965d60c38159118f94f640,1
57965d62c38159118f94f642,1
57965d63c38159118f94f644,1
57965d63c38159118f94f646,1
57965d63c38159118f94f648,1
57965d65c38159118f94f64a,1
57965d66c38159118f94f64c,1
https://t.co/71Y7SFBOw1,1
"https://t.co/NDaZiRMnkr""",1
57965d66c38159118f94f64e,1
57965d6cc38159118f94f650,1
57965d6cc38159118f94f652,1
57965d70c38159118f94f654,1
57965d70c38159118f94f656,1
57965d74c38159118f94f658,1
57965d78c38159118f94f65a,1
57965d78c38159118f94f65c,1
57965d7bc38159118f94f65e,1
57965d7cc38159118f94f660,1
57965d7dc38159118f94f662,1
57965d7dc38159118f94f664,1
57965d80c38159118f94f666,1
https://t.co/opznk8T370,1
"https://t.co/k7o3O7A4aS""",1
57965d81c38159118f94f668,1
57965d81c38159118f94f66a,1
57965d81c38159118f94f66c,1
57965d81c38159118f94f66e,1
57965d84c38159118f94f670,1
57965d89c38159118f94f672,1
57965d8bc38159118f94f674,1
57965d8dc38159118f94f676,1
57965d8ec38159118f94f678,1
57965d8ec38159118f94f67a,1
57965d8fc38159118f94f67c,1
57965d91c38159118f94f67e,1
57965d91c38159118f94f680,1
"https://t.co/elzfqzaKc2""",1
57965d91c38159118f94f682,1
57965d93c38159118f94f684,1
57965d96c38159118f94f686,1
57965d97c38159118f94f688,1
57965d98c38159118f94f68a,1
57965d99c38159118f94f68c,1
57965d9ac38159118f94f68e,1
57965d9bc38159118f94f690,1
https://t.co/iQTdAODOKY,1
"https://t.co/QQfanng1PB""",1
57965d9cc38159118f94f692,1
57965d9cc38159118f94f694,1
57965d9dc38159118f94f696,1
57965d9fc38159118f94f698,1
57965d9fc38159118f94f69a,1
57965d9fc38159118f94f69c,1
57965da0c38159118f94f69e,1
57965da0c38159118f94f6a0,1
57965da2c38159118f94f6a2,1
57965da3c38159118f94f6a4,1
57965da4c38159118f94f6a6,1
57965da4c38159118f94f6a8,1
57965da5c38159118f94f6aa,1
57965da5c38159118f94f6ac,1
57965da7c38159118f94f6ae,1
57965da9c38159118f94f6b0,1
57965daac38159118f94f6b2,1
57965daac38159118f94f6b4,1
57965daac38159118f94f6b6,1
57965dabc38159118f94f6b8,1
57965dadc38159118f94f6ba,1
57965dafc38159118f94f6bc,1
57965db2c38159118f94f6be,1
57965db2c38159118f94f6c0,1
57965db2c38159118f94f6c2,1
57965db3c38159118f94f6c4,1
57965db4c38159118f94f6c6,1
57965db6c38159118f94f6c8,1
57965dbbc38159118f94f6ca,1
57965dbdc38159118f94f6cc,1
57965dbdc38159118f94f6ce,1
A,10
look,2
back,7
#U19EURO,2
https://t.co/FyewalS8nu,2
"https://t.co/p…""",2
57965dc0c38159118f94f6d0,1
https://t.co/HID9bwvx54,1
"https://t.co/WDzaMI7rCO""",1
57965dc1c38159118f94f6d2,1
57965dc7c38159118f94f6d4,1
57965dc9c38159118f94f6d6,1
57965dcac38159118f94f6d8,1
57965dcac38159118f94f6da,1
57965dcac38159118f94f6dc,1
57965dccc38159118f94f6de,1
57965dcdc38159118f94f6e0,1
57965dcec38159118f94f6e2,1
57965dd2c38159118f94f6e4,1
57965dd3c38159118f94f6e6,1
57965dd3c38159118f94f6e8,1
57965dd4c38159118f94f6ea,1
57965dd4c38159118f94f6ec,1
57965dd5c38159118f94f6ee,1
57965dd6c38159118f94f6f0,1
57965dd6c38159118f94f6f2,1
"https://t.co/FF45rWLI7k""",1
57965dd6c38159118f94f6f4,1
57965dd8c38159118f94f6f6,1
57965dd9c38159118f94f6f8,1
57965ddac38159118f94f6fa,1
57965ddbc38159118f94f6fc,1
57965dddc38159118f94f6fe,1
57965ddfc38159118f94f700,1
57965ddfc38159118f94f702,1
57965ddfc38159118f94f704,1
57965de0c38159118f94f706,1
57965de5c38159118f94f708,1
57965de5c38159118f94f70a,1
57965decc38159118f94f70c,1
57965decc38159118f94f70e,1
57965df2c38159118f94f710,1
57965df2c38159118f94f712,1
57965df3c38159118f94f714,1
57965df3c38159118f94f716,1
57965df5c38159118f94f718,1
57965df6c38159118f94f71a,1
https://t.co/DPj8ohofbe,1
"https://t.co/p53Ii8z4t0""",1
57965df9c38159118f94f71c,1
57965df9c38159118f94f71e,1
57965df9c38159118f94f720,1
57965df9c38159118f94f722,1
57965dfbc38159118f94f724,1
57965e03c38159118f94f726,1
57965e04c38159118f94f728,1
57965e05c38159118f94f72a,1
57965e07c38159118f94f72c,1
57965e09c38159118f94f72e,1
57965e09c38159118f94f730,1
57965e0bc38159118f94f732,1
57965e0bc38159118f94f734,1
sometimes,1
write,1
stuff,1
that's,2
posted,1
there...,1
"https://t.co/XGOxvPoBZM""",1
57965e0cc38159118f94f736,1
57965e0cc38159118f94f738,1
57965e0dc38159118f94f73a,1
57965e0dc38159118f94f73c,1
https://t.co/HIzT3cyinT,1
"https://t.co/lIZphJXiyB""",1
57965e10c38159118f94f73e,1
57965e10c38159118f94f740,1
57965e11c38159118f94f742,1
57965e11c38159118f94f744,1
57965e12c38159118f94f746,1
57965e13c38159118f94f748,1
57965e13c38159118f94f74a,1
57965e14c38159118f94f74c,1
57965e15c38159118f94f74e,1
57965e17c38159118f94f750,1
57965e18c38159118f94f752,1
57965e18c38159118f94f754,1
57965e1ac38159118f94f756,1
57965e1bc38159118f94f758,1
57965e1bc38159118f94f75a,1
57965e1dc38159118f94f75c,1
57965e1ec38159118f94f75e,1
57965e1ec38159118f94f760,1
57965e20c38159118f94f762,1
57965e21c38159118f94f764,1
57965e22c38159118f94f766,1
57965e23c38159118f94f768,1
57965e26c38159118f94f76a,1
57965e26c38159118f94f76c,1
57965e28c38159118f94f76e,1
57965e2bc38159118f94f770,1
57965e2cc38159118f94f772,1
57965e2dc38159118f94f774,1
57965e31c38159118f94f776,1
57965e34c38159118f94f778,1
57965e34c38159118f94f77a,1
57965e34c38159118f94f77c,1
57965e34c38159118f94f77e,1
57965e35c38159118f94f780,1
57965e38c38159118f94f782,1
57965e3ac38159118f94f784,1
57965e3ac38159118f94f786,1
There's,1
also,1
appearance,1
former,1
Trinidad,1
Tobago,1
goalkeeping,1
legend,1
@ShakaHislop!,1
"https://t.co/vlBCYbTweI""",1
57965e3ac38159118f94f788,1
57965e3cc38159118f94f78a,1
57965e3ec38159118f94f78c,1
57965e3fc38159118f94f78e,1
57965e40c38159118f94f790,1
57965e40c38159118f94f792,1
57965e40c38159118f94f794,1
https://t.co/Ogm0yferxK,1
"https://t.co/pfEzGeHo8j""",1
57965e43c38159118f94f796,1
57965e43c38159118f94f798,1
57965e43c38159118f94f79a,1
57965e45c38159118f94f79c,1
57965e47c38159118f94f79e,1
57965e4ac38159118f94f7a0,1
57965e4bc38159118f94f7a2,1
57965e4bc38159118f94f7a4,1
57965e4bc38159118f94f7a6,1
57965e4bc38159118f94f7a8,1
